image,source_document,page,source_type,width,height,orientation_angle,orientation_confidence,orientation_applied,perspective_confidence,perspective_corrected,crop_applied,blur_score,brightness,contrast,skew_angle,skew_confidence,deskew_applied,contrast_enhanced,quality_status,quality_flags,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/21069623865344-4wvy6gyfqk58hxpnivbppw24kd3s__p002.png,21069623865344_4wvy6gyfqk58hxpnivbppw24kd3s.pdf,2,pdf,1653,2339,180,0.830,no,0.000,no,no,2576.079,248.445,30.886,-0.250,0.655,no,no,review,orientation_uncertain,7c41ea06c06a6a30ea3fe99eaa5db0098acb7c1838061e18d15d43feb9b811b8,0.061945,,review,,yes
images/21069623877632-jm9e9j99s2113zhqw4lyxbvlk5nh__p001.png,21069623877632_jm9e9j99s2113zhqw4lyxbvlk5nh.pdf,1,pdf,1653,2339,0,0.918,no,0.000,no,no,6820.875,241.874,44.379,-0.000,0.820,no,no,accepted,,fd6c503cdc2c6cb1af558494e99aef7349ee833482e94c20c943ef547b733ef5,0.088241,,keep,,yes
images/21069623877632-jm9e9j99s2113zhqw4lyxbvlk5nh__p002.png,21069623877632_jm9e9j99s2113zhqw4lyxbvlk5nh.pdf,2,pdf,1653,2339,180,0.852,yes,0.000,no,no,2828.619,247.851,32.421,-0.250,0.595,no,no,corrected,rotated_180,b833aa4731110b75c1cae5e1940044a69cc7e78516708f4a50e9772816b20311,0.065125,,keep,,yes
images/21069623885824-r4wxl5d97ztst2944lc4kkfysgbz__p001.png,21069623885824_r4wxl5d97ztst2944lc4kkfysgbz.pdf,1,pdf,1653,2339,0,0.920,no,0.000,no,no,5625.761,243.852,40.943,-0.000,0.685,no,no,accepted,,895192305f3dd3f64a6d84866f394e2706c77842641d91622707e1c47ce5d17e,0.077471,,keep,,yes
images/21069623885824-r4wxl5d97ztst2944lc4kkfysgbz__p002.png,21069623885824_r4wxl5d97ztst2944lc4kkfysgbz.pdf,2,pdf,1653,2339,180,0.863,yes,0.000,no,no,2747.593,248.032,31.939,-0.125,0.617,no,no,corrected,rotated_180,f051f08fab8771ac00488d734738da4b3af47ef99c20ff989b28e7da030d7eb9,0.064088,,keep,,yes
images/21069623918592-go8lk5fe8yadq9md7u1ax9lvk72f__p001.png,21069623918592_go8lk5fe8yadq9md7u1ax9lvk72f.pdf,1,pdf,1653,2339,0,0.918,no,0.000,no,no,6485.046,242.405,43.472,-0.000,0.828,no,no,accepted,,227f4eab41e3c315a3379ee6f56d3deb956bc14376194ac0b3acaa2940255109,0.084941,,keep,,yes
images/21069623918592-go8lk5fe8yadq9md7u1ax9lvk72f__p002.png,21069623918592_go8lk5fe8yadq9md7u1ax9lvk72f.pdf,2,pdf,1653,2339,180,0.775,no,0.000,no,no,2759.464,248.023,31.962,-0.000,0.655,no,no,review,orientation_uncertain,cfd52c88695570a6f96a68b0201a3038125f17241773fc4953c968a10792c378,0.064148,,review,,yes
images/21069623930880-si17ee6yltosh3wr2tznc0fkjg2r__p001.png,21069623930880_si17ee6yltosh3wr2tznc0fkjg2r.pdf,1,pdf,1653,2339,0,0.921,no,0.000,no,no,5800.566,243.514,41.578,-0.000,0.779,no,no,accepted,,c26add7cb4948aa1b53cfba58fc0e05f96ecf73427d671d880c5f8643b200073,0.079534,,keep,,yes
images/21069623930880-si17ee6yltosh3wr2tznc0fkjg2r__p002.png,21069623930880_si17ee6yltosh3wr2tznc0fkjg2r.pdf,2,pdf,1653,2339,180,0.881,yes,0.000,no,no,2574.290,248.444,30.887,-0.250,0.617,no,no,corrected,rotated_180,7678b837554b27d7bd1d5c362613823efc995a7f7e7caeb75c0899844b6a357c,0.061962,,keep,,yes
images/21069623943168-wmbs75n2zw2wskdyd1lyilo2g5ht__p001.png,21069623943168_wmbs75n2zw2wskdyd1lyilo2g5ht.pdf,1,pdf,1653,2339,0,0.924,no,0.000,no,no,6093.488,243.063,42.337,-0.000,0.775,no,no,accepted,,3de7ba5c0d733ee0ceeb83b440b952a0b4fa911d7c61aace57b22c322eec11bc,0.082030,,keep,,yes
images/21069623943168-wmbs75n2zw2wskdyd1lyilo2g5ht__p002.png,21069623943168_wmbs75n2zw2wskdyd1lyilo2g5ht.pdf,2,pdf,1653,2339,0,0.685,no,0.000,no,no,2759.699,248.018,31.983,-0.000,0.659,no,no,accepted,,e8128219534c25ac95f4987afbed929a06b0bfe16d1701f7077fb9d285e588e0,0.064153,,keep,,yes
images/21069623971840-2k8tyfvkni9ed1piapqnrdcc2hs6__p001.png,21069623971840_2k8tyfvkni9ed1piapqnrdcc2hs6.pdf,1,pdf,1654,2339,0,0.880,no,0.000,no,no,5175.176,245.797,36.092,-0.000,0.786,no,no,accepted,,956bef696fd3258ab16093f7bdf51a200823777bac19006b5f287b6fee4a4c39,0.052471,,keep,,yes
images/21069623996416-4tnprfonxkk3fea8v75zayp5ohzm__p001.png,21069623996416_4tnprfonxkk3fea8v75zayp5ohzm.pdf,1,pdf,1653,2339,0,0.916,no,0.000,no,no,5911.110,243.347,41.772,-0.000,0.775,no,no,accepted,,a7afcb6a46765282dadf3a246b760ac3787b7df115466f6e7a88955b25689ec0,0.080591,,keep,,yes
images/21069623996416-4tnprfonxkk3fea8v75zayp5ohzm__p002.png,21069623996416_4tnprfonxkk3fea8v75zayp5ohzm.pdf,2,pdf,1653,2339,180,0.811,no,0.000,no,no,2761.221,248.016,31.988,-0.000,0.640,no,no,review,orientation_uncertain,a259be11b5dc0720268b2f3bb299aebc958e3d11162247c0396e3fc0c29f1bb6,0.064161,,review,,yes
images/21069624020992-hltbdrddksjvtum4l24nvv1vjpwr__p001.png,21069624020992_hltbdrddksjvtum4l24nvv1vjpwr.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,5961.606,231.801,54.393,-0.000,0.876,no,no,accepted,,ec27bacd637288b55aead452ec75e1a9f8050d5b91a9df08ef0a2fb1b5951081,0.180066,,keep,,yes
images/21069624049664-vohc3dt4tlis2tl2f37rqb7xj80c__p001.png,21069624049664_vohc3dt4tlis2tl2f37rqb7xj80c.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,2789.038,222.675,52.404,-0.000,0.734,no,no,accepted,,7cf0cf7e71c2ce1629959ad316809bc605a7ef0de519f9e8b92e325649c57148,0.334519,,keep,,yes
images/21069624049664-vohc3dt4tlis2tl2f37rqb7xj80c__p002.png,21069624049664_vohc3dt4tlis2tl2f37rqb7xj80c.pdf,2,pdf,1653,2339,0,0.927,no,0.000,no,no,6262.606,239.403,41.075,-0.000,0.902,no,no,accepted,,9f153dcbb9b7fb6cbaccfc46edadd4a66ec0e34fa2ceaf1ad9108b2ad3fb4aba,0.115859,,keep,,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p001.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,1,pdf,1654,2339,0,0.925,no,0.000,no,no,4867.672,242.672,34.275,-0.000,0.835,no,no,accepted,,746485518955a69b1920f9b421e1a6f5c2a33aca1eabe52987c592e63227844d,0.175771,,keep,,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p002.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,2,pdf,1654,2339,0,0.921,no,0.000,no,no,6068.162,245.949,34.241,-0.000,0.872,no,no,accepted,,e1a239bfbd507c80f60381c6f833dbe314080e4760698a3bedb86e389954c134,0.054836,,keep,,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p003.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,3,pdf,1655,2339,0,0.924,no,0.000,no,no,9739.905,235.395,40.764,-0.000,0.951,no,no,accepted,,893054793534b24e3406cf9b769e7a5ba0b5eced7d39df32dcb2bc62a57a46bf,0.145793,dup_011,review,exact_duplicate,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p004.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,4,pdf,1655,2339,0,0.925,no,0.000,no,no,10087.894,234.729,41.853,-0.000,0.962,no,no,accepted,,12f1f421b4151fde8688851ca89b3d372484cb9c4c93a3d5165259ad2032df6d,0.149402,dup_012,review,exact_duplicate,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p005.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,5,pdf,1655,2339,0,0.925,no,0.000,no,no,10167.702,234.651,41.242,-0.000,0.970,no,no,accepted,,025533ad69aff62a6bd4fb48fedabe68c602a0b215f93014eeafc689371942ab,0.151681,dup_013,review,exact_duplicate,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p006.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,6,pdf,1655,2339,0,0.923,no,0.000,no,no,7505.012,239.801,38.013,-0.000,0.865,no,no,accepted,,59cb4db04def854b32fa3c1b8d8e4c6a8a7668ae2b68e6b286976b57ba217420,0.111271,dup_014,review,exact_duplicate,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p007.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,7,pdf,1655,2339,0,0.926,no,0.000,no,no,4434.226,245.559,32.101,-0.000,0.734,no,no,accepted,,7bb880529b451c489a6f4ee008045d911d1e7ed830f5df9998bc9e91b3a84ac7,0.066601,dup_015,review,exact_duplicate,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p001.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,1,pdf,1653,2339,0,0.924,no,0.000,no,no,1803.851,250.039,27.334,-0.000,0.640,no,no,review,overexposed,87a03fcba8da3ac48dd2ccff8c65a0807d26077ea7017c0031dcfcd671031274,0.061254,,review,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p002.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,2,pdf,1684,2361,0,0.918,no,0.000,no,no,5626.526,246.314,34.508,0.750,0.839,yes,no,corrected,deskewed,94253c0ffff826be43f0b1e757758d1317ef95afa229935f374a34f5a8dd52c0,0.082724,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p003.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,3,pdf,1684,2361,0,0.849,no,0.000,no,no,6193.916,246.626,34.804,0.750,0.929,yes,no,corrected,deskewed,9ce9d6e590b073a74e2f0aa1d00fd073ac9be14667989a14a913f04482832b45,0.051955,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p004.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,4,pdf,1694,2368,0,0.838,no,0.000,no,no,6093.789,246.697,34.680,1.000,0.850,yes,no,corrected,deskewed,10e5c0de1d57f39f62a7699eb30ab4a49f141646e20ec4ffa6b57e723841bd98,0.050834,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p005.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,5,pdf,1684,2361,0,0.905,no,0.000,no,no,6273.342,246.492,35.069,0.750,0.895,yes,no,corrected,deskewed,f38097950e9d00e7b0568fc100a822385add39517295580d5698ec1719881148,0.052759,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p006.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,6,pdf,1694,2368,0,0.909,no,0.000,no,no,6220.515,246.623,34.882,1.000,0.843,yes,no,corrected,deskewed,e56bbea16da46fbf278468597d73072b58da3eac1aae7e48c1c35ed6d0973802,0.051200,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p007.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,7,pdf,1684,2361,0,0.834,no,0.000,no,no,6132.399,246.720,34.674,0.750,0.902,yes,no,corrected,deskewed,a92c94728a05d006c72c8ffaf4694aad1a56925755d918e62f18adfb88707ffd,0.051323,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p008.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,8,pdf,1684,2361,0,0.882,no,0.000,no,no,6135.473,246.618,34.869,0.750,0.880,yes,no,corrected,deskewed,d901759258fcec09e360d887a61d391e13b986ff989db9dd8fdf136c2f5cdc9d,0.051924,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p009.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,9,pdf,1694,2368,0,0.850,no,0.000,no,no,6080.523,246.793,34.595,1.000,0.861,yes,no,corrected,deskewed,d2d4e6d2b50f60946f6f39f76c33578aaa1f2e0c7dfbbc836d232945422ecc52,0.050268,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p010.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,10,pdf,1653,2339,0,0.926,no,0.000,no,no,2423.230,251.646,22.827,-0.000,0.629,no,no,review,overexposed,aaa9cb9de3d02ac4b0b4cad47fbfc49f0a531bba1643c87084d49903af2a9e9e,0.018798,,review,,yes
images/21069624090624-f6lw5g8tigik819g25gqiddjr6eb__p001.png,21069624090624_f6lw5g8tigik819g25gqiddjr6eb.pdf,1,pdf,4178,6056,0,0.926,no,0.000,no,no,1913.138,245.205,31.740,-0.000,0.693,no,no,accepted,,fa90baa99a596e61ada6e02f8d78ff30f14126148142452430b86184b6e24f5c,0.089215,,keep,,yes
images/21069624094720-vce5ypdb4a76hgomjauj06tz9ceh__p001.png,21069624094720_vce5ypdb4a76hgomjauj06tz9ceh.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,5071.018,242.381,34.674,-0.000,0.865,no,no,accepted,,cb595ef79c98be614438b67f0e28ab7522f3d824b20ec18f39076cf7b6ccc50a,0.177580,,keep,,yes
images/21069624094720-vce5ypdb4a76hgomjauj06tz9ceh__p002.png,21069624094720_vce5ypdb4a76hgomjauj06tz9ceh.pdf,2,pdf,1654,2339,0,0.925,no,0.000,no,no,6566.388,245.353,35.228,-0.000,0.902,no,no,accepted,,4cfb04e2a6c32cfde7c463382edbd2b232ff8527dfdb5a647b590856baad40fa,0.058354,,keep,,yes
images/21069624094720-vce5ypdb4a76hgomjauj06tz9ceh__p003.png,21069624094720_vce5ypdb4a76hgomjauj06tz9ceh.pdf,3,pdf,1655,2339,0,0.924,no,0.000,no,no,9739.905,235.395,40.764,-0.000,0.951,no,no,accepted,,893054793534b24e3406cf9b769e7a5ba0b5eced7d39df32dcb2bc62a57a46bf,0.145793,dup_011,review,exact_duplicate,yes
images/21069624094720-vce5ypdb4a76hgomjauj06tz9ceh__p004.png,21069624094720_vce5ypdb4a76hgomjauj06tz9ceh.pdf,4,pdf,1655,2339,0,0.925,no,0.000,no,no,10087.894,234.729,41.853,-0.000,0.962,no,no,accepted,,12f1f421b4151fde8688851ca89b3d372484cb9c4c93a3d5165259ad2032df6d,0.149402,dup_012,review,exact_duplicate,yes
images/21069624094720-vce5ypdb4a76hgomjauj06tz9ceh__p005.png,21069624094720_vce5ypdb4a76hgomjauj06tz9ceh.pdf,5,pdf,1655,2339,0,0.925,no,0.000,no,no,10167.702,234.651,41.242,-0.000,0.970,no,no,accepted,,025533ad69aff62a6bd4fb48fedabe68c602a0b215f93014eeafc689371942ab,0.151681,dup_013,review,exact_duplicate,yes
images/21069624094720-vce5ypdb4a76hgomjauj06tz9ceh__p006.png,21069624094720_vce5ypdb4a76hgomjauj06tz9ceh.pdf,6,pdf,1655,2339,0,0.923,no,0.000,no,no,7505.012,239.801,38.013,-0.000,0.865,no,no,accepted,,59cb4db04def854b32fa3c1b8d8e4c6a8a7668ae2b68e6b286976b57ba217420,0.111271,dup_014,review,exact_duplicate,yes
images/21069624094720-vce5ypdb4a76hgomjauj06tz9ceh__p007.png,21069624094720_vce5ypdb4a76hgomjauj06tz9ceh.pdf,7,pdf,1655,2339,0,0.926,no,0.000,no,no,4434.226,245.559,32.101,-0.000,0.734,no,no,accepted,,7bb880529b451c489a6f4ee008045d911d1e7ed830f5df9998bc9e91b3a84ac7,0.066601,dup_015,review,exact_duplicate,yes
images/21069624111104-gsh88fpvtg7tt4yl4slxpoh17ak1__p001.png,21069624111104_gsh88fpvtg7tt4yl4slxpoh17ak1.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,2454.564,224.028,51.563,-0.000,0.689,no,no,accepted,,6c32bc3bae2abc82abb2ac327590d714671f779e6b7f912dc854868e041094c2,0.323451,,keep,,yes
images/21069624111104-gsh88fpvtg7tt4yl4slxpoh17ak1__p002.png,21069624111104_gsh88fpvtg7tt4yl4slxpoh17ak1.pdf,2,pdf,1653,2339,0,0.925,no,0.000,no,no,4439.948,244.685,34.245,-0.000,0.786,no,no,accepted,,ecf3191b5294b12a05fe419b80dcaa8569e8c14d65ae78462485d54fcd8cb502,0.076033,,keep,,yes
images/21069624127488-owoojl3f5gp4ssjtn16hs3thax91__p001.png,21069624127488_owoojl3f5gp4ssjtn16hs3thax91.pdf,1,pdf,1654,2339,0,0.918,no,0.000,no,no,5053.808,242.415,34.620,-0.000,0.854,no,no,accepted,,7ce320f42e1ad70eb1ee9e943965c5ea86b23189c0a702d80927d7d4f46122f9,0.177324,,keep,,yes
images/21069624127488-owoojl3f5gp4ssjtn16hs3thax91__p002.png,21069624127488_owoojl3f5gp4ssjtn16hs3thax91.pdf,2,pdf,1654,2339,0,0.920,no,0.000,no,no,5789.154,246.293,33.579,-0.000,0.880,no,no,accepted,,5dba39fdace2a86dce8cb6e7f82468652ab378d9245d6afb9f4663551ffc3307,0.052753,,keep,,yes
images/21069624127488-owoojl3f5gp4ssjtn16hs3thax91__p003.png,21069624127488_owoojl3f5gp4ssjtn16hs3thax91.pdf,3,pdf,1655,2339,0,0.924,no,0.000,no,no,9739.905,235.395,40.764,-0.000,0.951,no,no,accepted,,893054793534b24e3406cf9b769e7a5ba0b5eced7d39df32dcb2bc62a57a46bf,0.145793,dup_011,review,exact_duplicate,yes
images/21069624127488-owoojl3f5gp4ssjtn16hs3thax91__p004.png,21069624127488_owoojl3f5gp4ssjtn16hs3thax91.pdf,4,pdf,1655,2339,0,0.925,no,0.000,no,no,10087.894,234.729,41.853,-0.000,0.962,no,no,accepted,,12f1f421b4151fde8688851ca89b3d372484cb9c4c93a3d5165259ad2032df6d,0.149402,dup_012,review,exact_duplicate,yes
images/21069624127488-owoojl3f5gp4ssjtn16hs3thax91__p005.png,21069624127488_owoojl3f5gp4ssjtn16hs3thax91.pdf,5,pdf,1655,2339,0,0.925,no,0.000,no,no,10167.702,234.651,41.242,-0.000,0.970,no,no,accepted,,025533ad69aff62a6bd4fb48fedabe68c602a0b215f93014eeafc689371942ab,0.151681,dup_013,review,exact_duplicate,yes
images/21069624127488-owoojl3f5gp4ssjtn16hs3thax91__p006.png,21069624127488_owoojl3f5gp4ssjtn16hs3thax91.pdf,6,pdf,1655,2339,0,0.923,no,0.000,no,no,7505.012,239.801,38.013,-0.000,0.865,no,no,accepted,,59cb4db04def854b32fa3c1b8d8e4c6a8a7668ae2b68e6b286976b57ba217420,0.111271,dup_014,review,exact_duplicate,yes
images/21069624127488-owoojl3f5gp4ssjtn16hs3thax91__p007.png,21069624127488_owoojl3f5gp4ssjtn16hs3thax91.pdf,7,pdf,1655,2339,0,0.926,no,0.000,no,no,4434.226,245.559,32.101,-0.000,0.734,no,no,accepted,,7bb880529b451c489a6f4ee008045d911d1e7ed830f5df9998bc9e91b3a84ac7,0.066601,dup_015,review,exact_duplicate,yes
images/21069624156160-henxt3p56j1t723axfxbb09ydx8w__p001.png,21069624156160_henxt3p56j1t723axfxbb09ydx8w.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,4968.656,242.547,34.443,-0.000,0.820,no,no,accepted,,fb364a1f5e021f083b53a07a2342461ec967c4f6fb60de4b7d53895d5d9839cf,0.176501,,keep,,yes
images/21069624156160-henxt3p56j1t723axfxbb09ydx8w__p002.png,21069624156160_henxt3p56j1t723axfxbb09ydx8w.pdf,2,pdf,1654,2339,0,0.926,no,0.000,no,no,5352.803,246.855,32.586,-0.000,0.880,no,no,accepted,,58b23d3ca85614c2b357972483ad16c997b64c1ee02081e87188feb395bad58f,0.049432,,keep,,yes
images/21069624156160-henxt3p56j1t723axfxbb09ydx8w__p003.png,21069624156160_henxt3p56j1t723axfxbb09ydx8w.pdf,3,pdf,1655,2339,0,0.924,no,0.000,no,no,9739.905,235.395,40.764,-0.000,0.951,no,no,accepted,,893054793534b24e3406cf9b769e7a5ba0b5eced7d39df32dcb2bc62a57a46bf,0.145793,dup_011,review,exact_duplicate,yes
images/21069624156160-henxt3p56j1t723axfxbb09ydx8w__p004.png,21069624156160_henxt3p56j1t723axfxbb09ydx8w.pdf,4,pdf,1655,2339,0,0.925,no,0.000,no,no,10087.894,234.729,41.853,-0.000,0.962,no,no,accepted,,12f1f421b4151fde8688851ca89b3d372484cb9c4c93a3d5165259ad2032df6d,0.149402,dup_012,review,exact_duplicate,yes
images/21069624156160-henxt3p56j1t723axfxbb09ydx8w__p005.png,21069624156160_henxt3p56j1t723axfxbb09ydx8w.pdf,5,pdf,1655,2339,0,0.925,no,0.000,no,no,10167.702,234.651,41.242,-0.000,0.970,no,no,accepted,,025533ad69aff62a6bd4fb48fedabe68c602a0b215f93014eeafc689371942ab,0.151681,dup_013,review,exact_duplicate,yes
images/21069624156160-henxt3p56j1t723axfxbb09ydx8w__p006.png,21069624156160_henxt3p56j1t723axfxbb09ydx8w.pdf,6,pdf,1655,2339,0,0.923,no,0.000,no,no,7505.012,239.801,38.013,-0.000,0.865,no,no,accepted,,59cb4db04def854b32fa3c1b8d8e4c6a8a7668ae2b68e6b286976b57ba217420,0.111271,dup_014,review,exact_duplicate,yes
images/21069624156160-henxt3p56j1t723axfxbb09ydx8w__p007.png,21069624156160_henxt3p56j1t723axfxbb09ydx8w.pdf,7,pdf,1655,2339,0,0.926,no,0.000,no,no,4434.226,245.559,32.101,-0.000,0.734,no,no,accepted,,7bb880529b451c489a6f4ee008045d911d1e7ed830f5df9998bc9e91b3a84ac7,0.066601,dup_015,review,exact_duplicate,yes
images/21069624160256-7dkfnxfewfkdms69h5coblrews2k__p001.png,21069624160256_7dkfnxfewfkdms69h5coblrews2k.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,4988.998,242.561,34.479,-0.000,0.820,no,no,accepted,,d5d90c88ef42e519c9ded583a23b8d5aea5202489acb949a3c8febc122debc99,0.176475,,keep,,yes
images/21069624160256-7dkfnxfewfkdms69h5coblrews2k__p002.png,21069624160256_7dkfnxfewfkdms69h5coblrews2k.pdf,2,pdf,1654,2339,0,0.918,no,0.000,no,no,5315.215,247.056,32.140,-0.000,0.872,no,no,accepted,,560b35b3f3997f2a619087466cdd276cf059333db6aae0005177f358b43133fd,0.048395,,keep,,yes
images/21069624160256-7dkfnxfewfkdms69h5coblrews2k__p003.png,21069624160256_7dkfnxfewfkdms69h5coblrews2k.pdf,3,pdf,1654,2339,0,0.927,no,0.000,no,no,3675.757,249.164,28.072,-0.000,0.809,no,no,accepted,,8d6cd1ce39ce1f28566731a72d0b41a0695d9e1100d39e7b392d820378b5b2ac,0.035570,,keep,,yes
images/21069624160256-7dkfnxfewfkdms69h5coblrews2k__p004.png,21069624160256_7dkfnxfewfkdms69h5coblrews2k.pdf,4,pdf,1655,2339,0,0.924,no,0.000,no,no,9739.905,235.395,40.764,-0.000,0.951,no,no,accepted,,893054793534b24e3406cf9b769e7a5ba0b5eced7d39df32dcb2bc62a57a46bf,0.145793,dup_011,review,exact_duplicate,yes
images/21069624160256-7dkfnxfewfkdms69h5coblrews2k__p005.png,21069624160256_7dkfnxfewfkdms69h5coblrews2k.pdf,5,pdf,1655,2339,0,0.925,no,0.000,no,no,10087.894,234.729,41.853,-0.000,0.962,no,no,accepted,,12f1f421b4151fde8688851ca89b3d372484cb9c4c93a3d5165259ad2032df6d,0.149402,dup_012,review,exact_duplicate,yes
images/21069624160256-7dkfnxfewfkdms69h5coblrews2k__p006.png,21069624160256_7dkfnxfewfkdms69h5coblrews2k.pdf,6,pdf,1655,2339,0,0.925,no,0.000,no,no,10167.702,234.651,41.242,-0.000,0.970,no,no,accepted,,025533ad69aff62a6bd4fb48fedabe68c602a0b215f93014eeafc689371942ab,0.151681,dup_013,review,exact_duplicate,yes
images/21069624160256-7dkfnxfewfkdms69h5coblrews2k__p007.png,21069624160256_7dkfnxfewfkdms69h5coblrews2k.pdf,7,pdf,1655,2339,0,0.923,no,0.000,no,no,7505.012,239.801,38.013,-0.000,0.865,no,no,accepted,,59cb4db04def854b32fa3c1b8d8e4c6a8a7668ae2b68e6b286976b57ba217420,0.111271,dup_014,review,exact_duplicate,yes
images/21069624160256-7dkfnxfewfkdms69h5coblrews2k__p008.png,21069624160256_7dkfnxfewfkdms69h5coblrews2k.pdf,8,pdf,1655,2339,0,0.926,no,0.000,no,no,4434.226,245.559,32.101,-0.000,0.734,no,no,accepted,,7bb880529b451c489a6f4ee008045d911d1e7ed830f5df9998bc9e91b3a84ac7,0.066601,dup_015,review,exact_duplicate,yes
images/21325580599296-adsd3bx77ronw3n4kcxg4qil8v31__p001.png,21325580599296_adsd3bx77ronw3n4kcxg4qil8v31.pdf,1,pdf,1654,2339,0,0.923,no,0.000,no,no,3107.101,248.725,25.575,-0.000,0.850,no,no,accepted,,163ebf654cd17477e5679bb14738481afac69593fddd4ea5e55b9e56d5767ade,0.095739,,keep,,yes
images/21325756051456-8xubh7twkmhl1vcwhy1u7wodw5j9__p001.png,21325756051456_8xubh7twkmhl1vcwhy1u7wodw5j9.pdf,1,pdf,1654,2339,0,0.883,no,0.000,no,no,2435.204,247.196,33.041,-0.000,0.708,no,no,accepted,,0291235a96984516ff5f6451d72ad6c15914eade3d89eb9ce56ad9e01cd8620e,0.096544,,keep,,yes
images/21325756084224-krbn1j0s2uucahsv83tuwuqkkmq9__p001.png,21325756084224_krbn1j0s2uucahsv83tuwuqkkmq9.pdf,1,pdf,1654,2339,0,0.882,no,0.000,no,no,2402.055,247.249,32.941,-0.000,0.715,no,no,accepted,,2c86914b9f6b36cbc563ba9fb80ec9a0a14ac60736662ae2f0c98ebcdf5d2b1d,0.096142,,keep,,yes
images/21355702571008-ag32cnzx0cc5aa4xrn7n29mc8aph__p001.png,21355702571008_ag32cnzx0cc5aa4xrn7n29mc8aph.pdf,1,pdf,1654,2339,0,0.915,no,0.000,no,no,3720.236,236.358,52.299,-0.000,0.711,no,no,accepted,,9583a8a934cbcc93f87ff67e6af85e6067a1a5a3b29bd55806dc380729589a36,0.108225,,keep,,yes
images/21355964665856-q58s3suo8zfqbqtyv4qgmnix61md__p001.png,21355964665856_q58s3suo8zfqbqtyv4qgmnix61md.pdf,1,pdf,1653,2339,0,0.929,no,0.000,no,no,2366.986,242.205,32.462,-0.000,0.929,no,no,accepted,,2e0a4fdd23b48cc4e4e855343d7c696da27290a9e0b94d115070a08a3a4ed25d,0.149577,,keep,,yes
images/21470585327616-jtztbiqflyiy2qwgr8x69lazuyyc__p001.png,21470585327616_jtztbiqflyiy2qwgr8x69lazuyyc.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,1942.010,243.310,37.838,-0.000,0.771,no,no,accepted,,5e408ba5fb7e843edfdc20bd2db3fa776e98c4ca2e138f9eede0260e9f75b457,0.122243,,keep,,yes
images/21470739701760-hi8lcbxubkn22rdllywjge7k7vxm__p001.png,21470739701760_hi8lcbxubkn22rdllywjge7k7vxm.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,1942.811,243.307,37.837,-0.000,0.767,no,no,accepted,,3d13514e9a88bb96fca60d0a8831a0caca71e66be6eb9e508857e82f9c809eda,0.122287,,keep,,yes
