image,source_document,page,source_type,width,height,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p008.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,8,pdf,2339,1654,00e384df97a24538b5dc60622c5f35e75cdf88dc8858099673cc3a5c9564d745,0.362456,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p009.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,9,pdf,2339,1654,4011c1450c17bfea9ef06fb1927d7b6b0de4b94ad3a34f4994983071a7389b89,0.361698,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p010.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,10,pdf,2339,1654,a101caece6ca90a0908935611c50e3b111f2156a10eaf35c19f9c5ad295781ab,0.361869,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p011.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,11,pdf,2339,1654,3218b525e7a7811b8bc7065c37c1378afc726ee1fd48e19d552e3e436d31fceb,0.362303,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p012.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,12,pdf,2339,1654,9e3e86cafd8faa26b3486a3bdff1aeaa873e6966f89b0e5525e64050888596c4,0.361834,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p013.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,13,pdf,2339,1654,5f37d65d0726057dc8bac593cc15dce7c02316052279515c6fb702099b64fc1d,0.362289,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p014.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,14,pdf,2339,1654,3e92f0d09db47e4ee5c99d12787d0116eda2745e0f60e1d322818b43055d6267,0.344096,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p015.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,15,pdf,2339,1654,0f64012a3fbbee0a4c6b73b7785e5024f6c854b351aae79aa57385bd76eed152,0.347960,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p016.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,16,pdf,2339,1654,8cdbd18f9cd008425b1c1c09fd4d369e116a61dd9081a4139664907e1cf969f9,0.300045,,keep,,yes
images/21069564223488-iii2a4t1qi3u64k5qq9h8dxcllzk__p017.png,21069564223488_iii2a4t1qi3u64k5qq9h8dxcllzk.pdf,17,pdf,2339,1654,2d46f65b73c2ad2ea455b517edb16f5088d945ee2be2fb8477bd9f1d840a5fe8,0.061756,dup_010,review,exact_duplicate,yes
images/21069564248064-hqvxmkacigbfrx1bq4n6xypa24a6__p001.png,21069564248064_hqvxmkacigbfrx1bq4n6xypa24a6.pdf,1,pdf,1654,2339,25c7e571d03019d8c1fe72aa98e6e1f7c79db092d008f76af2670ddd8e55d648,0.356980,,keep,,yes
images/21069564248064-hqvxmkacigbfrx1bq4n6xypa24a6__p002.png,21069564248064_hqvxmkacigbfrx1bq4n6xypa24a6.pdf,2,pdf,1654,2339,aa74325f9580a1e1073ed23d1fe8c72c6e741f99179014a8f88b11533738fbea,0.355949,,keep,,yes
images/21069564248064-hqvxmkacigbfrx1bq4n6xypa24a6__p003.png,21069564248064_hqvxmkacigbfrx1bq4n6xypa24a6.pdf,3,pdf,1654,2339,db4515a60ea54b4db552203340efa562b7c925f9f1be2148b449e99b7febc02e,0.356033,,keep,,yes
images/21069564248064-hqvxmkacigbfrx1bq4n6xypa24a6__p004.png,21069564248064_hqvxmkacigbfrx1bq4n6xypa24a6.pdf,4,pdf,1654,2339,5a9209d5771d405edd9dd2d421eb2f1c0a2ae0dbf5c56617a3872cd840831bb5,0.356385,,keep,,yes
images/21069564248064-hqvxmkacigbfrx1bq4n6xypa24a6__p005.png,21069564248064_hqvxmkacigbfrx1bq4n6xypa24a6.pdf,5,pdf,1654,2339,62b2180427938ed61ebd4f9cab154dbde515f62b319d4df18092967b4ae4b573,0.344436,,keep,,yes
images/21069564248064-hqvxmkacigbfrx1bq4n6xypa24a6__p006.png,21069564248064_hqvxmkacigbfrx1bq4n6xypa24a6.pdf,6,pdf,1654,2339,2aa84879ebf3f942672cb12a62c7c259073f080cdc6933b5ac6996161426f8a8,0.319268,,keep,,yes
images/21069564248064-hqvxmkacigbfrx1bq4n6xypa24a6__p007.png,21069564248064_hqvxmkacigbfrx1bq4n6xypa24a6.pdf,7,pdf,1654,2339,31d96d2612249091ffb42c3a75fa559bdddec9bdf4230057d74ec60422212fc4,0.249068,,keep,,yes
images/21069564248064-hqvxmkacigbfrx1bq4n6xypa24a6__p008.png,21069564248064_hqvxmkacigbfrx1bq4n6xypa24a6.pdf,8,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p001.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,1,pdf,2339,1654,afc0b8211b5868c4b63bf0ab36b27df009aab5706e070bd3eb092e3ec86c0a45,0.354102,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p002.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,2,pdf,2339,1654,0e3b77f0ac73e3e4437b033fda8cb698ed06fa3b18947a16a6114aa39544fdad,0.359137,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p003.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,3,pdf,2339,1654,05c51187af6747eb84a070eecc4e066ca3b9ddabf52fd90b42fadb2750109bce,0.360859,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p004.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,4,pdf,2339,1654,dd2c8dd8976a31e97ea306a8ccf4a48c6a772a39234275dbf9c50ea0d2fe2623,0.363080,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p005.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,5,pdf,2339,1654,2adbeeeb8902b52aed73f65003c605423caef4496070760521c74449b05957e6,0.362555,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p006.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,6,pdf,2339,1654,94a1438e7f9ae339a33b1df929644b853441a36e582f17d7542db0cd39537e66,0.361636,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p007.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,7,pdf,2339,1654,d63619b69ec3b530807ffa8d78047f722dfab99bf703fd29b1be5544da484cfb,0.363090,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p008.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,8,pdf,2339,1654,d2fcaa5d52eb45261717a8a84965084dc435e456ffaa2be343304d9063da8c0c,0.362644,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p009.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,9,pdf,2339,1654,b93bc7f6a13577ee88901d8f3e13a2753494b80da6282a7bf080b3eee5beb626,0.360999,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p010.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,10,pdf,2339,1654,23138f50755566b1ea9ea0a90bbcefe382e393902bb61fcb89570effc7ac83ba,0.362356,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p011.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,11,pdf,2339,1654,766114ccfc3dee3ff6345cd584cb9935427abc4f1c4007e82d21f8f3da30ebb7,0.361340,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p012.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,12,pdf,2339,1654,4557e36d7e5548892a93c847d3ac56af693bcd4a5b508f948d9147bb426c7b45,0.363069,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p013.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,13,pdf,2339,1654,cbacd697504e1acf8eb667e61da7f9d12ad0fef925fe128f1a8ae5eed5a79acf,0.356889,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p014.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,14,pdf,2339,1654,7af708329bfd01853dfdceb3121b69870b1810e3431d21d623052056843ed9b6,0.358379,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p015.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,15,pdf,2339,1654,2f7087717289bf7b168daf8b5c4d72b76f2d9f86fa312d48c5a91e5b53b14895,0.350075,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p016.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,16,pdf,2339,1654,6cb5eab63018e60a149aa0f4fc78e0b2231ae1b2d6ff140d07b9472a4b4b70a4,0.305737,,keep,,yes
images/21069564252160-chdvml200m88aj5hrz63c1p37qbf__p017.png,21069564252160_chdvml200m88aj5hrz63c1p37qbf.pdf,17,pdf,2339,1654,2d46f65b73c2ad2ea455b517edb16f5088d945ee2be2fb8477bd9f1d840a5fe8,0.061756,dup_010,review,exact_duplicate,yes
images/21069564268544-pi9kogqte8v04z24u6mr95wkjast__p001.png,21069564268544_pi9kogqte8v04z24u6mr95wkjast.pdf,1,pdf,1654,2339,1a48f1746982376aa7455740ce4e4ad66f7c7658449cae5404c38465c2918fb7,0.356579,,keep,,yes
images/21069564268544-pi9kogqte8v04z24u6mr95wkjast__p002.png,21069564268544_pi9kogqte8v04z24u6mr95wkjast.pdf,2,pdf,1654,2339,de83fa3eee135f164bb0ab5e19f444e24279484705185fe9a88a5e5d60053549,0.356123,,keep,,yes
images/21069564268544-pi9kogqte8v04z24u6mr95wkjast__p003.png,21069564268544_pi9kogqte8v04z24u6mr95wkjast.pdf,3,pdf,1654,2339,ed90bc59c5277317508306b00401279d99626a888e0abd3fe19560b7fdd1fd01,0.355643,,keep,,yes
images/21069564268544-pi9kogqte8v04z24u6mr95wkjast__p004.png,21069564268544_pi9kogqte8v04z24u6mr95wkjast.pdf,4,pdf,1654,2339,46cb7392782f48695fddfa6c7715bb4732d1589c92d0283be6fb8edbaec14697,0.356036,,keep,,yes
images/21069564268544-pi9kogqte8v04z24u6mr95wkjast__p005.png,21069564268544_pi9kogqte8v04z24u6mr95wkjast.pdf,5,pdf,1654,2339,3064b9bb9eba874d632ee6a30311986ba3eb79d588178411939dca660cd7250f,0.341488,,keep,,yes
images/21069564268544-pi9kogqte8v04z24u6mr95wkjast__p006.png,21069564268544_pi9kogqte8v04z24u6mr95wkjast.pdf,6,pdf,1654,2339,87136ff528ae80a177dc9fe0f34b7681b422ec048170ff69dd4e7264e921eceb,0.319107,,keep,,yes
images/21069564268544-pi9kogqte8v04z24u6mr95wkjast__p007.png,21069564268544_pi9kogqte8v04z24u6mr95wkjast.pdf,7,pdf,1654,2339,ab666c5dfe9a5fb674ca51aa48ce7d82ed3c1b70d640a2dc6a0ff61fee315517,0.248984,,keep,,yes
images/21069564268544-pi9kogqte8v04z24u6mr95wkjast__p008.png,21069564268544_pi9kogqte8v04z24u6mr95wkjast.pdf,8,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p001.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,1,pdf,1654,2339,f92903e5455311f2e13ea56dcd07afdf775ac26f3af1bb752f3b2bb7c8171afe,0.356384,,keep,,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p002.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,2,pdf,1654,2339,63a081f5671846164489d7b115a9e7d234e600ca414f8b28fc726e399aab320d,0.355318,,keep,,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p003.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,3,pdf,1654,2339,5b244168d728009c73b3eb307521fd37b6e632f41a291c018a5c6fa3745be76f,0.355970,,keep,,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p004.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,4,pdf,1654,2339,489a44560a2453d35d15c4eaddf9eac7271a887f8db32ed610eaf82939a2454c,0.355921,,keep,,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p005.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,5,pdf,1654,2339,f811899831c136d4cf93ab906a119386da880b79c9bc6567f8a90556fd2a15a4,0.356347,,keep,,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p006.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,6,pdf,1654,2339,4ae905cb88d7b1c4a8f62f654d438c6b6b7891be041d5a734b5199edd69d304a,0.344680,,keep,,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p007.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,7,pdf,1654,2339,523bbfd8b1930c0d75f3a105a9a1b3ae7d1708fd1163245e95c524a9abe3abb0,0.319113,,keep,,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p008.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,8,pdf,1654,2339,1ccb8fa0430334bb5faaaf295e33423b439865c646f0d33edb2165728929f1ce,0.249035,,keep,,yes
images/21069564289024-05uxv4klhw9dy9ixkhoe93hqfk4q__p009.png,21069564289024_05uxv4klhw9dy9ixkhoe93hqfk4q.pdf,9,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p001.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,1,pdf,1654,2339,74a28b9a443d2b56b5ebc9f6f15942f5e4a4d9222e6d5d51fd2e40d23db1916a,0.355974,,keep,,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p002.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,2,pdf,1654,2339,c40130659887bd6baef90d2be5f7e784fe24abec7e03ff53530863c7535b8878,0.356009,,keep,,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p003.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,3,pdf,1654,2339,22b2f166478568ba40dc5a3120a83df381d97eec00b2171e7244cbb4d6feaf8c,0.355463,,keep,,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p004.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,4,pdf,1654,2339,83e57effbd0625ccb6ded79b51d9a9aab0f5acefbfa97f74b4e4a6ffb1c8dcb8,0.355312,,keep,,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p005.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,5,pdf,1654,2339,a7e61607fa7db1344115c9dd88c1028e6188b44cf682e8ade7a0ce7f7c71ce16,0.356349,,keep,,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p006.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,6,pdf,1654,2339,ff3a3b078583c5de8396c0feef0857936c803041aede1829daba4ec27af81606,0.345690,,keep,,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p007.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,7,pdf,1654,2339,2af0eb6e568c3f4fc616ad1e9185fa8ae1f496fd63224918cbffc2f791c054a5,0.319152,,keep,,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p008.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,8,pdf,1654,2339,f9598c23674bb14023a6a14148addb1d9310b812b68ee6dcef13a06db965451c,0.249075,,keep,,yes
images/21069564305408-dv02tbcolnjpmgl029rr1k9aiuwk__p009.png,21069564305408_dv02tbcolnjpmgl029rr1k9aiuwk.pdf,9,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069564370944-3rfjnodyrfw6m950l8eh6078q3em__p001.png,21069564370944_3rfjnodyrfw6m950l8eh6078q3em.pdf,1,pdf,1654,2339,6cd34b84fd6d297514663e8af9db8abb06b99eb068ee21b6af635ba78f1c0b0a,0.357323,,keep,,yes
images/21069564370944-3rfjnodyrfw6m950l8eh6078q3em__p002.png,21069564370944_3rfjnodyrfw6m950l8eh6078q3em.pdf,2,pdf,1654,2339,a51e95e94fac7ba7de952423801ccbb07658434d0903f5a5ebf2f39a99bfc0ba,0.337999,,keep,,yes
images/21069564370944-3rfjnodyrfw6m950l8eh6078q3em__p003.png,21069564370944_3rfjnodyrfw6m950l8eh6078q3em.pdf,3,pdf,1654,2339,bbf873edcc28d118e38049c04c85143321cc058f9737cc85782a2d931a80c704,0.241050,,keep,,yes
images/21069564370944-3rfjnodyrfw6m950l8eh6078q3em__p004.png,21069564370944_3rfjnodyrfw6m950l8eh6078q3em.pdf,4,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069623816192-28bj9z2mzr0mbn7h8v2h87w4yu93__p001.png,21069623816192_28bj9z2mzr0mbn7h8v2h87w4yu93.pdf,1,pdf,1653,2339,484f49e71c4ac28177835c6f4e278142e6e1623bea2977a0494cc0b45b0a6519,0.083090,,keep,,yes
images/21069623816192-28bj9z2mzr0mbn7h8v2h87w4yu93__p002.png,21069623816192_28bj9z2mzr0mbn7h8v2h87w4yu93.pdf,2,pdf,1653,2339,fa485849973b143c4964c0f87c004824be836fff6541479aeb22d73b61d9eafd,0.064109,,keep,,yes
images/21069623848960-revq01nue8wapisdzbvbvp7wsjk6__p001.png,21069623848960_revq01nue8wapisdzbvbvp7wsjk6.pdf,1,pdf,1653,2339,8a663a3a3dae1a7cb019006de29489b296c8a93c6186581a253112fa64916887,0.076144,,keep,,yes
images/21069623848960-revq01nue8wapisdzbvbvp7wsjk6__p002.png,21069623848960_revq01nue8wapisdzbvbvp7wsjk6.pdf,2,pdf,1653,2339,aceeca0b2a4becb75caa57b529424f7a6f3318077447f35cf3cb64332d8010fe,0.061915,,keep,,yes
images/21069623865344-4wvy6gyfqk58hxpnivbppw24kd3s__p001.png,21069623865344_4wvy6gyfqk58hxpnivbppw24kd3s.pdf,1,pdf,1653,2339,f0b92debef35ae0ee0660db55537cad7076d7246c87d294cdc92893459f05fb0,0.083982,,keep,,yes
images/21069623865344-4wvy6gyfqk58hxpnivbppw24kd3s__p002.png,21069623865344_4wvy6gyfqk58hxpnivbppw24kd3s.pdf,2,pdf,1653,2339,b1f3f3197bfbd0ce6ff3c30315bb9f86a38771d2f65901923b40ddab94fd57df,0.061945,,keep,,yes
images/21069623877632-jm9e9j99s2113zhqw4lyxbvlk5nh__p001.png,21069623877632_jm9e9j99s2113zhqw4lyxbvlk5nh.pdf,1,pdf,1653,2339,71a08e947d79cebaaf3607992e9e5c0a4c5df998908bd1edbfa696e36f7969e5,0.088241,,keep,,yes
images/21069623877632-jm9e9j99s2113zhqw4lyxbvlk5nh__p002.png,21069623877632_jm9e9j99s2113zhqw4lyxbvlk5nh.pdf,2,pdf,1653,2339,958bcdb4fa6807ab635602dd5973ac7075f5a3a87713de150c8a692c66f03126,0.065125,,keep,,yes
images/21069623885824-r4wxl5d97ztst2944lc4kkfysgbz__p001.png,21069623885824_r4wxl5d97ztst2944lc4kkfysgbz.pdf,1,pdf,1653,2339,2b5189336bbbdf481bfb91800d8f07c3f85ae6e63ed1ee4db11898a8c7601ef4,0.077471,,keep,,yes
images/21069623885824-r4wxl5d97ztst2944lc4kkfysgbz__p002.png,21069623885824_r4wxl5d97ztst2944lc4kkfysgbz.pdf,2,pdf,1653,2339,99e54c6f080a2cdb5203bef1378e86be46709c9b411043689a57b4c407b9c151,0.064088,,keep,,yes
images/21069623918592-go8lk5fe8yadq9md7u1ax9lvk72f__p001.png,21069623918592_go8lk5fe8yadq9md7u1ax9lvk72f.pdf,1,pdf,1653,2339,c03d963bf787a1364a025d19b01145d2113b49db065681cee88fdb1524b3ef1d,0.084941,,keep,,yes
images/21069623918592-go8lk5fe8yadq9md7u1ax9lvk72f__p002.png,21069623918592_go8lk5fe8yadq9md7u1ax9lvk72f.pdf,2,pdf,1653,2339,52a0814a515da433a6baec6e8ddc61bce1c8595a082ca34fd8b345c21ed36511,0.064148,,keep,,yes
images/21069623930880-si17ee6yltosh3wr2tznc0fkjg2r__p001.png,21069623930880_si17ee6yltosh3wr2tznc0fkjg2r.pdf,1,pdf,1653,2339,c15b999f936f2b2f6dd6fe7ba2d6fbb278eaa5fd4b10150a98d11b3a04a05c2a,0.079534,,keep,,yes
images/21069623930880-si17ee6yltosh3wr2tznc0fkjg2r__p002.png,21069623930880_si17ee6yltosh3wr2tznc0fkjg2r.pdf,2,pdf,1653,2339,a2c83130abdbeef600da03bbc0d973532d9de60e66f4eb6bd08db921f648a3a9,0.061962,,keep,,yes
images/21069623943168-wmbs75n2zw2wskdyd1lyilo2g5ht__p001.png,21069623943168_wmbs75n2zw2wskdyd1lyilo2g5ht.pdf,1,pdf,1653,2339,3dff3e3d6a3a7a34dda2edb0aedf361440415c593f3a43e8bd7244b86921c7fc,0.082030,,keep,,yes
images/21069623943168-wmbs75n2zw2wskdyd1lyilo2g5ht__p002.png,21069623943168_wmbs75n2zw2wskdyd1lyilo2g5ht.pdf,2,pdf,1653,2339,174a0cf49817326baf3d4355f0e0e2acf3bca68b05b6ea14590efbdb41c4cd3e,0.064153,,keep,,yes
images/21069623971840-2k8tyfvkni9ed1piapqnrdcc2hs6__p001.png,21069623971840_2k8tyfvkni9ed1piapqnrdcc2hs6.pdf,1,pdf,1654,2339,9362eeb5416e2e058efe02199bcba4025f7abd4660f3e6f80243182151f5cf52,0.052471,,keep,,yes
images/21069623996416-4tnprfonxkk3fea8v75zayp5ohzm__p001.png,21069623996416_4tnprfonxkk3fea8v75zayp5ohzm.pdf,1,pdf,1653,2339,051a8d657271e3a855bf3ab830373adf59e52dc735d77db961870c3519e3040a,0.080591,,keep,,yes
images/21069623996416-4tnprfonxkk3fea8v75zayp5ohzm__p002.png,21069623996416_4tnprfonxkk3fea8v75zayp5ohzm.pdf,2,pdf,1653,2339,004a5efaeced3f5ed96a72102aaa9cde334a8faa53ece263d733dfc0bcb668fc,0.064161,,keep,,yes
images/21069624020992-hltbdrddksjvtum4l24nvv1vjpwr__p001.png,21069624020992_hltbdrddksjvtum4l24nvv1vjpwr.pdf,1,pdf,1653,2339,c41467232e2f551268bae90f0f49303a7ed2d906385d317ab862a990f2e07db7,0.180066,,keep,,yes
images/21069624049664-vohc3dt4tlis2tl2f37rqb7xj80c__p001.png,21069624049664_vohc3dt4tlis2tl2f37rqb7xj80c.pdf,1,pdf,1653,2339,91dc632f4ea0055f4979bd29a20c379bf6ff37969042c6a18d253d1b12249ab4,0.334519,,keep,,yes
images/21069624049664-vohc3dt4tlis2tl2f37rqb7xj80c__p002.png,21069624049664_vohc3dt4tlis2tl2f37rqb7xj80c.pdf,2,pdf,1653,2339,448576de5adb5f1ecc19c316482edecdc9920029a121801c0d904e1ac82d6125,0.115859,,keep,,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p001.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,1,pdf,1654,2339,f7c5834413ac4449404b5851d9e3a802edf8c2f01466ce265ff3ace82da1aa17,0.175771,,keep,,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p002.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,2,pdf,1654,2339,0f83dadf29cacfe1a954dde0762a32fb509993f06f40dd6c945c3b4f5b06be24,0.054836,,keep,,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p003.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,3,pdf,1655,2339,155659f58e3be26aea6efd704156b5acc4c271fe4f1032970aebdd147180478a,0.145793,dup_011,review,exact_duplicate,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p004.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,4,pdf,1655,2339,dc3de6addb68b3d55f636a3028829a9f032a8c4859c2aec4e5bec14b73827968,0.149402,dup_012,review,exact_duplicate,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p005.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,5,pdf,1655,2339,29cc69a202afc8cd3ac5ce4a6400960058322774d4822788dc02e9a90ffcabfe,0.151681,dup_013,review,exact_duplicate,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p006.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,6,pdf,1655,2339,cc77b1540353fee644259b527d2b4cd654f81f5b6d73c43d8938611cb4d24d22,0.111271,dup_014,review,exact_duplicate,yes
images/21069624053760-oblw17hj0jxwa0owlh86qewsxs15__p007.png,21069624053760_oblw17hj0jxwa0owlh86qewsxs15.pdf,7,pdf,1655,2339,d4c4be31118cfc754562fa38edc2cadbba0eb3c1828fc5b7bcf8d45b03be4773,0.066601,dup_015,review,exact_duplicate,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p001.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,1,pdf,1653,2339,af2b2a3bae65ac2ac57e50781e759070a0affb9652d486b7ac1e4c101a6a78ec,0.061254,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p002.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,2,pdf,1653,2339,acfa85c2d00b4e4b332965f6b277e256fbf9997b222cd951627919c4be693798,0.079861,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p003.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,3,pdf,1653,2339,b9e6d7bd19d8b22c98a951b6b2161ada44c333b17625c9c9a3127b2ff59c49f1,0.047613,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p004.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,4,pdf,1653,2339,9c6b590563e388d6ee0294515ff10fa7647be16a7fee6c40181c439dd65ad7a2,0.047043,,keep,,yes
images/21069624086528-yda8m9ivfwssqf4f48ztkrfa5cku__p005.png,21069624086528_yda8m9ivfwssqf4f48ztkrfa5cku.pdf,5,pdf,1653,2339,67d1737d2f23089a2e3f3696badf7710709229338c09b24ac2c39d69525de3e3,0.048205,,keep,,yes
